Data Medicao;PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C)
26/11/1967;0;23.2;19.36;17.5
27/11/1967;.2;21.5;18.52;17
28/11/1967;7.6;23.3;18.36;16.6
29/11/1967;2.4;25.4;18.02;15
30/11/1967;1.7;24.2;17.72;14.4
01/12/1967;0;28.8;20.02;14
02/12/1967;0;32.2;24.7;14.8
03/12/1967;9.2;26.1;20.88;18.8
04/12/1967;1.6;21.3;18.88;17.7
05/12/1967;6;17.8;15.34;14.5
06/12/1967;0;23.3;17.84;13.2
07/12/1967;0;27.8;20.4;16.1
08/12/1967;0;29.4;23.48;16.2
09/12/1967;2;23.9;17.8;14.6
10/12/1967;13;17.8;15.3;13.2
11/12/1967;3.2;17.9;15.6;14
12/12/1967;.2;22.4;17.18;13.6
13/12/1967;0;24.6;18.32;15.4
14/12/1967;4.1;26.6;18.98;15.4
15/12/1967;1.5;26.8;20.14;16.4
16/12/1967;1.3;26.5;20.26;17.1
17/12/1967;.2;22.4;19.7;18.4
18/12/1967;3.3;26.7;20.6;17.6
19/12/1967;62.1;26.8;21.78;17.6
20/12/1967;0;25;21.14;18.2
21/12/1967;2.2;27.8;21.74;19.3
22/12/1967;37.1;27.8;22.2;19.1
23/12/1967;0;20.9;17.64;15.8
24/12/1967;0;20.6;17.34;15.1
25/12/1967;0;23.1;18.24;15.2
26/12/1967;0;20.6;18.06;16.2
27/12/1967;0;22.4;17.4;14.3
28/12/1967;.2;20.8;16.5;14.8
29/12/1967;7.8;17.9;15.86;12.7
30/12/1967;15.7;23.8;19.88;16.7
31/12/1967;.9;29.9;22.72;16.8
01/01/1968;3.2;28;22.96;18.8
02/01/1968;2.8;30.1;23.44;20.3
03/01/1968;6.4;21.4;17.68;15.5
04/01/1968;9.4;17.5;15.4;13.5
05/01/1968;0;20.2;16.8;15
06/01/1968;0;23.8;17.2;13
07/01/1968;0;24.5;18.28;14.5
08/01/1968;0;26.3;18.98;13
09/01/1968;0;29.7;22.72;16.4
10/01/1968;1.6;28.4;24.06;19.5
11/01/1968;20.2;24.5;21.4;18.8
12/01/1968;4.9;24.2;21.18;18.8
13/01/1968;12.7;26.9;20.96;18
14/01/1968;1.5;26.4;22.86;19.8
15/01/1968;4.3;24.4;21.32;20
16/01/1968;8.3;25.2;21.96;18.4
17/01/1968;5.5;26.6;21.5;19.2
18/01/1968;29;23.5;20.42;19.3
19/01/1968;16.5;26.2;21.52;18.8
20/01/1968;.6;29.1;22.02;18
21/01/1968;9.2;30.1;22;18.8
22/01/1968;36.4;28.1;21.42;18.5
23/01/1968;52.6;24.8;20.64;18.4
24/01/1968;0;26.4;20.94;18.2
25/01/1968;2.3;29.4;22.68;19.2
26/01/1968;0;30.5;22.14;16.3
27/01/1968;0;29.8;22.74;18.2
28/01/1968;0;30.9;22.68;17.4
29/01/1968;0;31.3;23.84;18
30/01/1968;0;27.9;21.8;17.4
31/01/1968;0;25.1;19.28;16.6
01/02/1968;3.2;19.1;16.72;15.4
02/02/1968;.3;22.6;17.74;14.2
03/02/1968;0;24.7;18.14;12.7
04/02/1968;0;26.2;18.92;13.8
05/02/1968;0;28.6;20.1;15.2
06/02/1968;0;27.9;20.74;16.2
07/02/1968;.4;28.3;21.14;16.1
08/02/1968;.4;29.5;20.94;16.8
09/02/1968;0;31.6;23.44;18.8
10/02/1968;0;31.9;24.28;18.5
11/02/1968;1.1;30.6;25;19.9
12/02/1968;0;31.1;25.32;20.6
13/02/1968;0;31.2;24.36;20.9
14/02/1968;0;28.6;22.84;20.6
15/02/1968;8.6;21.8;20.02;19
16/02/1968;28;26.3;20.38;17.6
17/02/1968;0;26.5;20.18;15.6
18/02/1968;0;24.7;19.04;15.8
19/02/1968;0;25.1;18.94;14.4
20/02/1968;0;25;19.62;15.4
21/02/1968;.5;26.3;19.52;16.4
22/02/1968;52.4;26.4;20.12;16.2
23/02/1968;.7;28.4;21.1;16.2
24/02/1968;39.6;21.4;19.18;18
25/02/1968;4.7;21.2;17.52;16.3
26/02/1968;.2;19.7;16.92;14.6
27/02/1968;0;23.2;18.78;15
28/02/1968;0;28;20.16;16.7
29/02/1968;0;24.4;18.66;14
01/03/1968;0;23.7;18.52;15.8
02/03/1968;0;25.9;18.84;13.4
03/03/1968;0;25.4;19.9;17.4
04/03/1968;0;26.6;20.18;17
05/03/1968;7.6;27.4;21.76;17.8
06/03/1968;0;29.4;23.38;18
07/03/1968;0;28.8;22.04;18.4
08/03/1968;16.4;27.3;21.42;18.4
09/03/1968;2.2;29.3;21.92;17
10/03/1968;0;30.4;22.62;18
11/03/1968;60.3;27.7;21.26;18.7
12/03/1968;11.4;28.4;21.32;17.2
13/03/1968;.4;24.9;21.18;19.2
14/03/1968;0;28.6;21.7;18
15/03/1968;11;28.7;22.58;17.2
16/03/1968;0;25.7;20.62;18.5
17/03/1968;18.3;18.8;16.34;15.2
18/03/1968;3.7;20.6;16.1;14.2
19/03/1968;.4;25.1;17.64;12.8
20/03/1968;0;28;18.54;12.8
21/03/1968;0;28.3;23.08;16
22/03/1968;2.7;27.2;21.28;18.8
23/03/1968;0;26.2;21.14;18.7
24/03/1968;3.3;28.3;22.1;19.3
25/03/1968;0;30.1;23.26;18.7
26/03/1968;0;31.5;24.58;18.4
27/03/1968;0;30.8;23.36;19
28/03/1968;23.4;21.8;19.6;18.8
29/03/1968;1.7;22.9;19.44;17.9
30/03/1968;2;29.4;21.46;17.6
31/03/1968;0;26.6;21.14;18.6
01/04/1968;15.8;20;17.96;16.8
02/04/1968;.3;19.8;17.52;15.8
03/04/1968;.1;25.7;19.78;17
04/04/1968;4.1;25.2;19.6;16.4
05/04/1968;0;22.9;18.2;16.4
06/04/1968;7.2;23.5;17.24;15
07/04/1968;0;22.5;16.1;12.8
08/04/1968;0;23.6;17.1;12.8
09/04/1968;0;24.7;17.66;13.6
10/04/1968;0;25.3;18.36;14
11/04/1968;0;27.8;19.74;13.8
12/04/1968;0;28.3;21.16;15.7
13/04/1968;0;20.9;17.14;15.4
14/04/1968;0;21.2;15.76;12.3
15/04/1968;0;22.5;16.74;13.9
16/04/1968;0;21.6;16.12;12.4
17/04/1968;.1;23.5;16.62;10.9
18/04/1968;0;25.4;18.8;14.4
19/04/1968;.1;28.2;21.22;15.4
20/04/1968;22.8;23.2;17.66;15.4
21/04/1968;7.9;16.4;14;13.2
22/04/1968;0;21.7;15.9;12.2
23/04/1968;0;23.8;17.02;14.1
24/04/1968;0;18.3;14.08;11.7
25/04/1968;.4;19.3;14.46;12
26/04/1968;.2;23.4;15.46;10.8
27/04/1968;0;24.7;17;9.8
28/04/1968;0;23.7;19.2;15.4
29/04/1968;0;19.4;16.42;15.2
30/04/1968;1;20.3;15.2;10.9
01/05/1968;0;16.7;11.26;9.4
02/05/1968;.1;17.4;12.18;8.4
03/05/1968;0;20.1;13.48;8.4
04/05/1968;0;23.7;15.06;10
05/05/1968;.1;23.8;14.96;8.2
06/05/1968;0;24.9;16.08;9.4
07/05/1968;.1;25.5;17.36;9.6
08/05/1968;0;26.3;19.18;13.4
09/05/1968;.3;22.4;18.1;15.2
10/05/1968;.4;25;17.6;15
11/05/1968;14.1;23.6;18.14;14.2
12/05/1968;0;20.7;15.64;13.4
13/05/1968;0;25;16.44;12.2
14/05/1968;.1;25;17.08;10.6
15/05/1968;1.4;20.3;16.28;14.8
16/05/1968;71.6;15.3;11.56;9.9
17/05/1968;.4;14.6;9.38;5.6
18/05/1968;.2;19.3;10.36;3.9
19/05/1968;0;21.6;12.52;5.8
20/05/1968;.1;21.8;12.5;6
21/05/1968;.2;25;15.7;7.8
22/05/1968;0;25.8;15.06;10.3
23/05/1968;0;15.3;12.12;10.4
24/05/1968;0;20.1;14.24;10.8
25/05/1968;0;22.8;14.58;10
26/05/1968;0;23.3;15.56;9.8
27/05/1968;0;24.3;15.96;9
28/05/1968;0;23.8;16.34;9.1
29/05/1968;0;16.7;13.36;11.8
30/05/1968;.7;15.6;12.08;8.9
31/05/1968;.2;21.1;13.84;9.4
01/06/1968;.1;21.2;14.26;10.5
02/06/1968;0;19.6;13.78;10.4
03/06/1968;.2;19.6;13.62;9.8
04/06/1968;.1;20.5;13.7;9.6
05/06/1968;.1;21.3;14.9;10.4
06/06/1968;.2;24;15.58;10
07/06/1968;0;21.2;16.16;11.2
08/06/1968;0;23.3;16.1;11.4
09/06/1968;0;17.4;14.8;13.5
10/06/1968;0;19.6;14.04;11.2
11/06/1968;0;19;13.82;11.8
12/06/1968;0;20.2;13.84;9.5
13/06/1968;.1;19.9;14.14;9.7
14/06/1968;.2;23.4;16.12;9.9
15/06/1968;.1;23.1;15.5;9.6
16/06/1968;.1;21.1;16.04;13.5
17/06/1968;0;24.6;17.12;12.2
18/06/1968;0;24.9;19.34;16
19/06/1968;0;24.9;18.3;15.3
20/06/1968;11.6;24.9;15.28;12
21/06/1968;29;21;15.06;12.5
22/06/1968;0;20.1;15.94;13.7
23/06/1968;0;20.7;15.8;13.3
24/06/1968;0;22.3;17.06;12.8
25/06/1968;0;18.4;13.32;11.7
26/06/1968;0;17.7;12.8;9.8
27/06/1968;0;18.9;13.52;11.3
28/06/1968;0;21;13.86;9
29/06/1968;0;21.1;12.76;6.8
30/06/1968;.1;19;11.82;7.9
01/07/1968;.3;16.7;11.62;6.4
02/07/1968;0;21.5;14.36;10.3
03/07/1968;.1;21.8;14.62;9.9
04/07/1968;0;22;16.04;10.3
05/07/1968;0;22.3;17.56;15.2
06/07/1968;.1;21.3;15.3;13
07/07/1968;0;23.9;16.86;13.3
08/07/1968;.1;26.3;18.38;12
09/07/1968;.1;26.2;18.98;13.2
10/07/1968;5.8;18.9;12.42;10.2
11/07/1968;0;16.2;11.32;7.4
12/07/1968;0;20.3;12.94;7.8
13/07/1968;0;20;13.68;10.1
14/07/1968;.1;21;13.16;8.2
15/07/1968;.1;21.5;13.28;7.7
16/07/1968;0;23.3;14.86;8.6
17/07/1968;0;23.3;15.04;8.8
18/07/1968;0;22.4;14.44;9.3
19/07/1968;0;24.3;16.28;10.2
20/07/1968;0;21.7;16.54;13.6
21/07/1968;6.4;17.2;14.7;13.6
22/07/1968;1.8;19.7;14.6;12.6
23/07/1968;0;19.4;14.6;11.8
24/07/1968;0;20.9;14.82;12
25/07/1968;0;20.4;14.1;11.7
26/07/1968;0;17.6;13.74;12
27/07/1968;.3;15.5;11.8;10.1
28/07/1968;.1;17.9;11.96;6.1
29/07/1968;0;20.6;14.18;11.4
30/07/1968;.1;22.5;13.76;9
31/07/1968;0;21.8;14.72;11.7
01/08/1968;.1;22.8;13.9;7.1
02/08/1968;0;24.8;16.06;12.6
03/08/1968;.1;25.3;15.58;9.5
04/08/1968;0;24.8;16.46;13.1
05/08/1968;18.6;16.8;14.42;13.4
06/08/1968;7.3;20.5;15.18;12.6
07/08/1968;0;25.2;15.66;11.1
08/08/1968;7;21.4;16.66;13.8
09/08/1968;11.6;19.2;17.46;15.2
10/08/1968;0;17.8;13.04;9.4
11/08/1968;0;16.7;12.12;9.4
12/08/1968;0;17.5;12.46;10.3
13/08/1968;.1;19.8;12.54;7.4
14/08/1968;0;21.5;13.64;9
15/08/1968;0;20.5;12.74;7.8
16/08/1968;0;20.4;14.26;9.6
17/08/1968;0;21.8;15.3;12.2
18/08/1968;0;22.4;14.98;11
19/08/1968;.1;22.7;14.48;8.6
20/08/1968;.1;23.5;14.78;8.2
21/08/1968;.2;25.6;16.82;8.9
22/08/1968;0;18.5;15.16;12
23/08/1968;1.4;14.9;13.22;12.6
24/08/1968;0;19;13.56;11.4
25/08/1968;0;20.2;12.86;8.2
26/08/1968;0;21.1;14.62;10.8
27/08/1968;0;22.9;14.86;10.4
28/08/1968;0;24.1;16.18;11.5
29/08/1968;0;25.8;17.82;12.4
30/08/1968;0;26.1;18.92;13.2
31/08/1968;11.4;20.8;15.24;12.9
01/09/1968;6.6;22.9;14.42;8.8
02/09/1968;.1;20.5;14.04;10
03/09/1968;0;14;11.44;10.2
04/09/1968;5.9;14.9;12.56;10.2
05/09/1968;.1;19.7;14.3;12
06/09/1968;0;23.1;15.86;12.7
07/09/1968;0;24.4;15.64;11.5
08/09/1968;0;26.4;17.3;11.9
09/09/1968;0;27.8;18.2;10.8
10/09/1968;0;28.1;20.28;12.8
11/09/1968;0;28.7;20.08;16.2
12/09/1968;0;26.6;18.54;15
13/09/1968;0;18.7;16.44;15.3
14/09/1968;0;19.2;15.86;14.2
15/09/1968;0;27.9;20.54;13.4
16/09/1968;0;24.8;17.86;14.6
17/09/1968;0;21.8;15.78;12.8
18/09/1968;0;25.1;16.32;11.4
19/09/1968;0;29.9;19.72;13.4
20/09/1968;.7;24.6;20.76;18.1
21/09/1968;2;19.3;13.56;11.9
22/09/1968;3.3;18;13.48;11.6
23/09/1968;0;22.1;15.24;10.8
24/09/1968;0;24.9;16.74;12.9
25/09/1968;0;23.6;15.28;11
26/09/1968;0;24.8;16.34;12
27/09/1968;0;28.7;18.54;13.2
28/09/1968;0;31.6;22.28;12.8
29/09/1968;.3;24.1;20.12;16.2
30/09/1968;1.5;15.1;14.22;13.8
01/10/1968;.3;22;16.36;12.8
02/10/1968;0;26.4;18.36;15.1
03/10/1968;0;26.4;18.38;13.8
04/10/1968;0;28.5;19.46;14.6
05/10/1968;0;30.9;21.42;13.6
06/10/1968;0;31.7;22.38;15.2
07/10/1968;0;32.6;24.84;16.1
08/10/1968;0;26.8;20.34;17.5
09/10/1968;1.8;20.8;17.02;15.4
10/10/1968;.2;17.2;15.08;13.8
11/10/1968;6;15.6;13.8;12.8
12/10/1968;.1;18.5;14.56;12.6
13/10/1968;0;15.6;12.76;11.2
14/10/1968;0;18.8;13;8.7
15/10/1968;0;20.6;14.38;10.6
16/10/1968;0;25.2;17.4;12.3
17/10/1968;23;25.4;20.86;16
18/10/1968;2.8;22.2;17.1;14.1
19/10/1968;9.4;21.6;14.2;11.4
20/10/1968;0;18.6;13;8.2
21/10/1968;0;16.6;13.6;11.4
22/10/1968;3.7;17.4;15.52;12.5
23/10/1968;0;25.8;18.38;14.4
24/10/1968;13.1;18.9;17.72;16.5
25/10/1968;16.5;27.6;22.22;15.8
26/10/1968;0;32;24.16;18.5
27/10/1968;0;32.1;23.54;18
28/10/1968;1.4;31.3;25.14;19.3
29/10/1968;2.1;31.8;26.4;20.5
30/10/1968;0;28.6;22.34;19.6
31/10/1968;10.6;28.4;21.32;18.5
01/11/1968;0;33.2;24.32;19.1
02/11/1968;0;33.5;26.2;19.8
03/11/1968;0;28.2;23.58;20.2
04/11/1968;16.8;32.6;25.16;18.5
05/11/1968;0;32.8;23.98;19.4
06/11/1968;0;33.7;26.04;18.4
07/11/1968;1;29;23.18;18.8
08/11/1968;0;25.8;20.4;18.3
09/11/1968;0;28.6;22.02;17.5
10/11/1968;0;32.7;23.28;18
11/11/1968;10.6;21.6;18.64;17.1
12/11/1968;1.5;17.8;15.88;14.7
13/11/1968;0;25;18.14;14.6
14/11/1968;0;28.2;18.5;13
15/11/1968;0;31.5;20.32;12.8
16/11/1968;0;23.8;18.74;15.9
17/11/1968;0;22.3;18.9;17.3
18/11/1968;.2;21.9;18.74;16.4
19/11/1968;0;24.7;18.84;16.3
20/11/1968;0;24.3;17.92;13.4
21/11/1968;0;23.9;17.16;13
22/11/1968;0;27;18.7;12.8
23/11/1968;0;31;22.2;13.5
24/11/1968;0;29.4;21.72;15
25/11/1968;0;27.3;19.24;13.8
26/11/1968;0;27.6;19.52;15.1
27/11/1968;0;27.1;19.84;16.2
28/11/1968;13.7;23.9;19.68;17.4
29/11/1968;14.4;21.3;19.66;18.1
30/11/1968;9.8;26.4;20.44;18.2
01/12/1968;13.4;20.1;18.62;17.6
02/12/1968;20.3;20.5;18.48;17.4
03/12/1968;14.3;22.9;18.9;16.8
04/12/1968;5;26.2;20.36;17.2
05/12/1968;0;29.2;21.02;16.2
06/12/1968;15;27;20.68;17.3
07/12/1968;0;22.4;18.04;15.5
08/12/1968;0;29.2;20.94;16.8
09/12/1968;0;23.6;19.12;16.7
10/12/1968;0;25;19.38;16.7
11/12/1968;0;27.3;19.86;13.6
12/12/1968;0;29.4;21.86;15.4
13/12/1968;0;30.6;23.1;16.7
14/12/1968;0;32.1;24.1;16.2
15/12/1968;0;31.9;26.6;19.2
16/12/1968;0;31.3;22.96;18.8
17/12/1968;39.5;26.7;21.1;18
18/12/1968;.1;26.1;21.38;19
19/12/1968;0;28.7;21.52;17.1
20/12/1968;0;30.5;24.68;18
21/12/1968;0;31.2;25.7;21.3
22/12/1968;0;30.2;25.8;22.2
23/12/1968;0;26.9;23.86;22.4
24/12/1968;0;30.6;26.1;21.3
25/12/1968;0;28.6;22.32;19.4
26/12/1968;18.3;21.6;19.76;18.2
27/12/1968;0;28.7;23.12;18.6
28/12/1968;6.7;29.3;24.68;20.7
29/12/1968;2;24.6;20.64;18.9
30/12/1968;13.3;27.9;22.04;18.4
31/12/1968;0;30.6;24.84;18.5
01/01/1969;0;31.2;26.02;19.6
02/01/1969;0;32;24.16;20.7
03/01/1969;.4;27.8;22.9;20.4
04/01/1969;0;32.4;25.14;19.8
05/01/1969;13.6;32.4;25.96;19.9
06/01/1969;0;33;25;21.5
07/01/1969;3.8;33.4;23.96;19.7
08/01/1969;7.8;31.7;25.8;20.2
09/01/1969;0;33.3;26.72;20
10/01/1969;0;31.4;23.42;19.8
11/01/1969;14.7;26.2;21.22;19
12/01/1969;5.1;24.2;20.92;19
13/01/1969;0;26.9;21.2;17.6
14/01/1969;0;31.3;22.16;17
15/01/1969;7;30.2;22.98;18.8
16/01/1969;9;29;22.32;19.8
17/01/1969;5.6;29.4;21.48;17.7
18/01/1969;0;28;22.06;18
19/01/1969;5.2;28;21.3;17.1
20/01/1969;0;26.9;20.78;16.2
21/01/1969;0;26.2;21.26;18
22/01/1969;0;27.7;22.28;19.4
23/01/1969;41;25.6;21.46;19.7
24/01/1969;3.5;26.6;21.12;19.1
25/01/1969;5.6;26.1;21.08;18.4
26/01/1969;11.6;26.4;20.46;16.8
27/01/1969;4.9;27.8;22.38;19.2
28/01/1969;3.2;27.4;22.32;19.6
29/01/1969;3.8;31.5;23.66;19.2
30/01/1969;.3;30.8;24.1;18.6
31/01/1969;0;29.7;24.6;19.5
01/02/1969;.1;30.7;24;20.3
02/02/1969;0;29.7;23.44;19.5
03/02/1969;10;23.2;20.24;19.1
04/02/1969;1.6;26.5;20.82;17.3
05/02/1969;0;29.8;22.7;18.4
06/02/1969;0;30;23.26;17.5
07/02/1969;0;31.6;24.18;18.4
08/02/1969;0;30.3;23.92;20
09/02/1969;0;29.3;23.24;20.2
10/02/1969;0;29.3;22.38;19.7
11/02/1969;0;29.9;23.14;19
12/02/1969;.4;30.4;23.52;20.7
13/02/1969;20.4;26.8;22.2;19.1
14/02/1969;0;30.1;23.34;20.5
15/02/1969;30.9;30.4;25.26;19.8
16/02/1969;7.2;29.6;25.46;21
17/02/1969;0;30.5;25.76;22
18/02/1969;.2;32;25.34;21.9
19/02/1969;23.6;23.4;20.86;19.5
20/02/1969;.9;19.8;17.34;16.5
21/02/1969;8.8;23.1;18.64;15.4
22/02/1969;0;22.2;19.72;18.1
23/02/1969;1.9;25.7;21.66;18.6
24/02/1969;7;29;22.08;19.9
25/02/1969;2.7;30.4;23.14;17.6
26/02/1969;.5;31.6;24.34;19.8
27/02/1969;56.9;29.8;23.46;20
28/02/1969;.6;28.4;22.82;20.2
01/03/1969;1.4;27.1;21.44;19
02/03/1969;18.4;25.7;20.62;18.6
03/03/1969;13.7;28.6;23;17.7
04/03/1969;0;29.2;22.38;18.6
05/03/1969;13.9;27.9;22.08;18.8
06/03/1969;.1;28.9;21.32;17.2
07/03/1969;0;26.2;21.02;17.6
08/03/1969;0;26.4;20.42;16
09/03/1969;0;26.3;21.12;18
10/03/1969;0;24.8;20.66;17.9
11/03/1969;2.7;22.5;19.44;17.6
12/03/1969;.2;25.4;21.26;17.9
13/03/1969;0;26.7;21.38;18.1
14/03/1969;.7;24.7;19.74;17.6
15/03/1969;0;25.6;19.56;15.4
16/03/1969;0;29;21.8;17.7
17/03/1969;0;30.2;22.1;17.4
18/03/1969;0;31;23.52;17
19/03/1969;0;30;21.32;14.6
20/03/1969;0;28.2;21.02;15.6
21/03/1969;0;31.4;24.44;17.8
22/03/1969;6.1;25.9;22.06;19.2
23/03/1969;.1;29.4;23.22;19.5
24/03/1969;0;29.6;23.04;20
25/03/1969;0;30.6;23.62;17.8
26/03/1969;0;30.7;23.34;19.6
27/03/1969;17.2;24.2;21.1;18.4
28/03/1969;1;29;22.02;19.2
29/03/1969;26.8;28.9;22.46;19.8
30/03/1969;6.5;29.2;22.54;19.4
31/03/1969;0;29.1;22.4;19.4
01/04/1969;0;30.4;22.28;18.8
02/04/1969;29.8;28.4;21.72;19
03/04/1969;1.2;20.6;18.04;16.9
04/04/1969;1;24.8;19.92;15.6
05/04/1969;43.8;26.5;21.44;17.4
06/04/1969;16.2;25.5;19.98;17.8
07/04/1969;.2;23.4;17.66;14.2
08/04/1969;0;20.2;17.26;15.2
09/04/1969;2.5;25.4;19.38;15.6
10/04/1969;0;26;19.64;15.6
11/04/1969;0;25.4;20.3;16.8
12/04/1969;0;23.9;19.7;18.2
13/04/1969;0;23.1;17.9;15.2
14/04/1969;0;23.2;17.24;13.6
15/04/1969;0;22.5;17.32;13.8
16/04/1969;0;23.5;17.24;13.4
17/04/1969;0;26;17.74;12.6
18/04/1969;0;26.8;18.22;13.4
19/04/1969;.2;26;18.3;12.8
20/04/1969;.1;27.7;19.9;14.6
21/04/1969;0;26.7;19.56;15
22/04/1969;0;28;20.04;15.3
23/04/1969;0;27.6;19.78;16.4
24/04/1969;2.8;23.6;18.42;16
25/04/1969;.1;20.8;17.02;15.4
26/04/1969;.3;24.5;16.06;11.1
27/04/1969;.1;26.3;17.32;11.4
28/04/1969;0;24.6;19.54;13.4
29/04/1969;7.1;21.7;17.18;14.5
30/04/1969;0;23.1;17.4;13.4
01/05/1969;0;23.2;18.68;15.1
02/05/1969;.1;28.5;20.6;14.9
03/05/1969;0;27.4;21.34;17.2
04/05/1969;.4;21.3;16.68;14.5
05/05/1969;.1;23;14.8;8.4
06/05/1969;.2;20.9;12.52;7.1
07/05/1969;0;22.2;15.36;10.4
08/05/1969;0;21.7;16.1;13.6
09/05/1969;0;22.5;16.08;12.4
10/05/1969;.1;23.4;15.64;10.3
11/05/1969;.1;25.5;16.52;10.5
12/05/1969;0;26.5;18.76;12.2
13/05/1969;0;22.4;18.16;16.1
14/05/1969;.3;19;16.06;15
15/05/1969;0;21.8;15.76;10.8
16/05/1969;0;22.4;15.18;10.4
17/05/1969;.1;23;15.44;10.6
18/05/1969;.1;25.4;16.46;10
19/05/1969;.1;25.8;17.32;10.1
20/05/1969;0;27;18.62;11.8
21/05/1969;0;26.9;19.66;13.2
22/05/1969;0;22.9;18.52;17
23/05/1969;0;22.9;18.4;16.2
24/05/1969;7.3;21.3;18.68;16.9
25/05/1969;.1;22.1;18.42;16.8
26/05/1969;0;25.3;20.56;15.4
27/05/1969;.3;25.3;19.12;15.8
28/05/1969;0;23.8;18.38;15.5
29/05/1969;2.1;18.4;17.04;16.3
30/05/1969;10.6;24.9;18.32;14.2
31/05/1969;14.8;25.1;18.98;15.7
01/06/1969;.1;25.5;17.1;12.5
02/06/1969;39.9;20.1;16.1;14.7
03/06/1969;.1;20.9;15.04;12.4
04/06/1969;0;18.4;13;8.6
05/06/1969;0;19.2;11.6;6.3
06/06/1969;.1;19.2;11.66;5.4
07/06/1969;0;20.5;13.76;9.4
08/06/1969;0;24.9;17;9.4
09/06/1969;0;26.1;18.38;12.8
10/06/1969;0;27.4;19.06;12.8
11/06/1969;0;26.8;19.12;13.4
12/06/1969;0;25.1;17.64;12.4
13/06/1969;0;25.3;19.04;12.8
14/06/1969;0;26.6;22.4;18.5
15/06/1969;0;22.9;18.84;16.7
16/06/1969;.4;21.5;17.5;16.1
17/06/1969;0;25.9;20.8;16
18/06/1969;0;22.1;16.98;14.3
19/06/1969;0;19.4;15.84;14
20/06/1969;0;21.3;16.38;14.4
21/06/1969;9.4;19.8;16.74;14.8
22/06/1969;0;21.8;16.68;13.8
23/06/1969;.1;21.9;16.96;13.4
24/06/1969;0;22.6;17.46;15
25/06/1969;0;20.8;15.48;13.1
26/06/1969;0;19.4;13.52;9.9
27/06/1969;0;20.5;14.66;10.3
28/06/1969;0;23.7;16.4;11.6
29/06/1969;0;25;19.26;12.1
30/06/1969;0;20.2;16.44;14.7
01/07/1969;.7;23.2;17.68;15.4
02/07/1969;0;23.3;18.06;15.8
03/07/1969;0;23.5;18.02;15.9
04/07/1969;0;22.6;17.74;14.4
05/07/1969;.1;25.8;17.92;13.2
06/07/1969;0;26;19.96;13.6
07/07/1969;0;21.3;16.12;14
08/07/1969;.2;20.7;15.98;13
09/07/1969;.1;16.2;10.7;8.7
10/07/1969;0;13.7;8.94;5.3
11/07/1969;0;17.7;9.72;3.1
12/07/1969;0;22.1;13.68;9
13/07/1969;8.4;19;14.14;12.4
14/07/1969;0;21.5;14.82;12.2
15/07/1969;.2;22.7;14.78;8.2
16/07/1969;.1;17;13.88;12.8
17/07/1969;0;20.2;13.36;9.5
18/07/1969;0;25.6;15.82;10
19/07/1969;0;25.4;16.64;10
20/07/1969;0;25.7;18.78;12.5
21/07/1969;0;27.9;20.18;13.4
22/07/1969;0;28.2;19;13.9
23/07/1969;1.3;18.5;16.62;15.4
24/07/1969;0;19.7;15.32;13.6
25/07/1969;0;22.3;14.96;11.7
26/07/1969;.1;24.5;16.3;10.2
27/07/1969;0;24.7;15.52;10.5
28/07/1969;.1;23.1;14.2;8.8
29/07/1969;0;24.2;15.52;10.4
30/07/1969;0;26.5;17.7;10.9
31/07/1969;0;26.7;18.8;12.6
01/08/1969;0;27.4;20.5;13.4
02/08/1969;0;22.7;14.66;11.9
03/08/1969;14.1;13.7;12.2;11.4
04/08/1969;.4;23.3;15;10.6
05/08/1969;.2;26;16.44;9.2
06/08/1969;0;28.2;17.86;13.2
07/08/1969;8.9;16.1;13.78;12.7
08/08/1969;.1;20;15.16;12.7
09/08/1969;0;27.1;19.16;13.8
10/08/1969;0;27.7;20.46;14
11/08/1969;0;28.3;20.5;14.7
12/08/1969;0;28.5;20.04;13.4
13/08/1969;0;27.4;19.9;14.5
14/08/1969;0;28.9;21.58;15
15/08/1969;0;22.7;18.06;16.1
16/08/1969;9.3;28.1;20.5;13.7
17/08/1969;0;27;18.8;15.5
18/08/1969;0;25.9;17.16;13.6
19/08/1969;0;29.4;17.7;13.2
20/08/1969;.1;13.5;11.72;11.1
21/08/1969;.1;13.2;10.86;9.4
22/08/1969;0;21.9;14.24;10.6
23/08/1969;0;27.6;18.2;11.4
24/08/1969;0;29.7;21.12;14.1
25/08/1969;0;24.8;18.04;15.8
26/08/1969;0;21.6;17.08;14.7
27/08/1969;0;28.7;19.12;15.4
28/08/1969;.8;22.3;15.24;12.2
29/08/1969;.2;17.4;12.9;11
30/08/1969;0;14.9;12.54;10.9
31/08/1969;0;21.4;15.5;12.1
01/09/1969;0;23.3;15.26;9.6
02/09/1969;0;28.3;19.24;11.3
03/09/1969;0;30.8;23.22;15.3
04/09/1969;0;25.5;19.76;16.4
05/09/1969;7.3;19.1;15.16;13.2
06/09/1969;.2;26.8;20;13
07/09/1969;0;29.2;20.96;16
08/09/1969;.2;18;13.06;11.1
09/09/1969;0;21.9;16.68;11.2
10/09/1969;0;28.9;21.1;16.4
11/09/1969;0;31.1;21.78;16.4
12/09/1969;0;22.7;17.14;14.9
